Number;Type;ID;X;Y;Z
1;3;1;0.383633;0.849466;-0.67081
1;3;1;0.830073;0.0882103;-0.803767
1;3;1;0.817214;0.679371;-1.01064
1;3;1;0.403617;0.137973;-0.42602
1;3;1;0.955501;0.650134;-1.12828
1;3;1;0.132084;0.136241;-0.173132
1;3;1;0.517401;-0.0163952;-0.474584
1;3;1;0.657852;-0.708958;-0.34871
1;3;1;0.211862;-0.253574;-0.102955
1;3;1;0.0571759;0.276955;-0.155628
1;3;1;0.0437633;0.170387;-0.103723
1;3;1;-0.0514336;-0.160649;0.107244
1;3;1;0.469132;0.76275;-0.71814
1;3;1;0.418852;0.0185986;-0.395987
1;3;1;-0.843171;0.471613;0.608719
1;3;1;-0.610177;0.556769;0.360753
1;3;1;-0.182593;-0.471818;0.344266
1;3;1;0.0195861;0.559243;-0.225196
1;3;1;-0.285679;0.423675;0.108567
1;3;1;0.0940082;-0.410561;0.064636
1;3;1;-0.0752815;0.0166901;0.0637568
1;3;1;-0.632028;-0.0406392;0.60218
1;3;1;0.484593;-0.271318;-0.349747
1;3;1;0.0589197;-0.457416;0.114575
1;3;1;0.730882;-0.908649;-0.342638
1;3;1;0.472326;-0.777369;-0.151039
1;3;1;-0.419793;-0.724358;0.658094
1;3;1;-0.829099;0.461614;0.599347
1;3;1;-0.574972;0.348593;0.405104
1;3;1;-0.278063;0.560807;0.0507329
1;3;1;0.824555;-0.296009;-0.656424
1;3;1;0.994607;0.798851;-1.21965
1;3;1;0.191204;-0.276089;-0.0754303
1;3;1;-0.755406;0.550888;0.497844
1;3;1;-0.0383702;0.209304;-0.041828
1;3;1;0.673201;-0.585878;-0.408526
1;3;1;0.670134;0.674511;-0.872205
1;3;1;0.451767;-0.299039;-0.308992
1;3;1;0.799832;0.687307;-0.997427
1;3;1;-0.0524093;0.998901;-0.321052
1;3;1;0.0846658;-0.160636;-0.0191938
1;3;1;-0.934488;0.946975;0.517597
1;3;1;0.498143;-0.478809;-0.285533
1;3;1;-0.690776;0.139532;0.590065
1;3;1;0.56523;-0.187877;-0.455542
1;3;1;0.0367675;0.0879295;-0.0667028
1;3;1;0.254781;0.602593;-0.459732
1;3;1;0.113013;-0.756417;0.174999
1;3;1;0.387012;-0.666102;-0.112969
1;3;1;0.811961;-0.924486;-0.412096
1;3;1;-0.205813;-0.436471;0.352752
1;3;1;-0.235978;0.0100346;0.215503
1;3;1;0.961261;0.397756;-1.04021
1;3;1;-0.920663;0.162691;0.795052
1;3;1;-0.415146;0.706664;0.124091
1;3;1;0.856104;0.0521502;-0.814601
1;3;1;0.264838;-0.0843556;-0.214803
1;3;1;-0.515994;0.328674;0.357688
1;3;1;0.652871;0.0570781;-0.627627
1;3;1;-0.943084;-0.693302;1.13272
1;3;1;0.382131;0.866961;-0.675891
1;3;1;-0.220067;0.646522;-0.0348704
1;3;1;0.592889;-0.956824;-0.196614
1;3;1;-0.997415;0.782535;0.636921
1;3;1;0.155032;-0.433144;0.0163054
1;3;1;0.984424;-0.915352;-0.575691
1;3;1;0.138753;0.476863;-0.305407
1;3;1;-0.099785;-0.279598;0.19619
1;3;1;0.147316;0.877219;-0.461552
1;3;1;-0.821601;0.708995;0.500814
1;3;1;-0.606174;0.119459;0.518903
1;3;1;-0.0835766;-0.627924;0.310064
1;3;1;-0.298753;-0.793254;0.571154
1;3;1;0.266074;0.177147;-0.312746
1;3;1;0.5554;-0.211667;-0.437604
1;3;1;0.0232378;0.0934362;-0.0561722
1;3;1;-0.951774;0.539767;0.68438
1;3;1;0.948696;0.982166;-1.24486
1;3;1;-0.841869;0.551348;0.577995
1;3;1;0.940989;0.90409;-1.2088
1;3;1;0.382166;0.999297;-0.724907
1;3;1;0.35426;0.28459;-0.434438
1;3;1;0.763413;0.896335;-1.04096
1;3;1;0.604182;0.167251;-0.623176
1;3;1;-0.73641;-0.847076;0.997647
1;3;1;-0.629322;-0.233132;0.670916
1;3;1;0.283196;-0.151894;-0.206859
1;3;1;-0.0990604;-0.579007;0.306341
1;3;1;0.631466;-0.32461;-0.466463
1;3;1;0.557942;0.49659;-0.702124
1;3;1;-0.460827;-0.813328;0.729146
1;3;1;0.135308;0.809565;-0.425354
1;3;1;0.71639;0.996864;-1.03449
1;3;1;0.0577522;-0.900834;0.279789
1;3;1;-0.495604;0.891594;0.130384
1;3;1;0.0368792;-0.695913;0.223329
1;3;1;-0.418881;-0.993048;0.756702
1;3;1;0.154611;-0.101736;-0.105973
1;3;1;0.915051;0.476851;-1.02656
1;3;1;0.486304;0.263076;-0.54914
1;3;1;-0.251745;-0.18247;0.301404
1;3;1;-0.0728135;-0.00450679;0.06931
1;3;1;-0.844323;-0.0923198;0.818525
1;3;1;0.913486;0.0331357;-0.860869
1;3;1;0.735908;-0.962303;-0.327447
1;3;1;-0.753083;-0.999653;1.06961
1;3;1;0.626779;0.384796;-0.724691
1;3;1;0.367693;0.986077;-0.706569
1;3;1;-0.927746;0.514143;0.671544
1;3;1;0.848854;0.225869;-0.872167
1;3;1;-0.715732;-0.183269;0.732732
1;3;1;-0.497928;0.40812;0.311499
1;3;1;-0.149635;-0.80493;0.436948
1;3;1;0.146696;-0.999486;0.233678
1;3;1;-0.683649;0.669153;0.387408
1;3;1;0.580505;-0.553105;-0.334545
1;3;1;0.534301;-0.926495;-0.153414
1;3;1;0.251485;-0.959198;0.12142
1;3;1;0.77674;-0.837156;-0.411702
1;3;1;0.257767;0.596238;-0.460154
1;3;1;-0.940172;-0.425692;1.03096
1;3;1;0.834773;-0.827223;-0.46929
1;3;1;0.156813;0.427978;-0.304089
1;3;1;-0.517773;0.894702;0.149828
1;3;1;0.751931;0.0898845;-0.731794
1;3;1;-0.0649719;0.946008;-0.289803
1;3;1;-0.626608;0.891597;0.252082
1;3;1;-0.00236177;-0.336412;0.126715
1;3;1;-0.545105;0.978428;0.144228
1;3;1;0.769744;-0.0221817;-0.706861
1;3;1;0.847311;-0.354761;-0.655817
1;3;1;0.577314;0.328669;-0.657964
1;3;1;-0.95571;-0.289724;0.995069
1;3;1;0.039391;-0.535384;0.161577
1;3;1;-0.559885;0.647921;0.280293
1;3;1;-0.432937;-0.405309;0.552211
1;3;1;-0.258152;-0.162816;0.300082
1;3;1;-0.379108;0.867935;0.030919
1;3;1;0.93857;0.514877;-1.06249
1;3;1;-0.680393;-0.973828;0.992525
1;3;1;0.406557;0.898724;-0.710339
1;3;1;0.106471;0.626914;-0.330958
1;3;1;0.116027;-0.308329;0.00634028
1;3;1;0.495573;-0.584735;-0.243937
1;3;1;-0.4074;0.944782;0.0287566
1;3;1;0.619756;-0.0993128;-0.538977
1;3;1;0.0242841;0.655541;-0.265205
1;3;1;-0.0157473;0.561564;-0.193231
1;3;1;0.103037;0.508297;-0.283862
1;3;1;-0.306998;0.929477;-0.0588487
1;3;1;0.116681;-0.62386;0.122526
1;3;1;-0.887638;-0.135735;0.874835
1;3;1;0.137779;-0.101975;-0.0902476
1;3;1;-0.267682;-0.921249;0.589665
1;3;1;0.666091;-0.740241;-0.344784
1;3;1;-0.439088;0.624077;0.176902
1;3;1;0.436977;0.856636;-0.72302
1;3;1;-0.860287;-0.295847;0.908691
1;3;1;-0.307446;0.135396;0.235493
1;3;1;-0.834063;0.540134;0.574894
1;3;1;0.922986;0.770581;-1.14266
1;3;1;-0.811171;0.915452;0.414706
1;3;1;0.181268;0.829985;-0.475608
1;3;1;-0.544508;-0.200865;0.580183
1;3;1;-0.238495;-0.735646;0.493852
1;3;1;0.36058;0.575404;-0.547952
1;3;1;-0.329553;-0.942956;0.655177
1;3;1;0.691897;-0.809407;-0.343156
1;3;1;0.35118;0.500652;-0.511551
1;3;1;0.346606;-0.971981;0.0377863
1;3;1;0.747884;0.353149;-0.825481
1;3;1;-0.0450335;0.057889;0.0204076
1;3;1;-0.74086;-0.929867;1.03243
1;3;1;-0.0616546;0.939308;-0.290405
1;3;1;-0.361586;-0.402574;0.484915
1;3;1;0.770764;0.072644;-0.742908
1;3;1;0.965316;0.0142437;-0.902026
1;3;1;-0.957473;-0.683313;1.14239
1;3;1;-0.124507;0.158908;0.0568446
1;3;1;-0.684316;0.839101;0.325122
1;3;1;0.770637;0.712501;-0.97963
1;3;1;0.537635;0.987558;-0.864989
1;3;1;-0.0902723;0.11267;0.0421564
1;3;1;0.660181;-0.4449;-0.448613
1;3;1;0.654571;-0.017943;-0.601437
1;3;1;-0.931647;-0.565076;1.07464
1;3;1;-0.293718;0.663424;0.0272926
1;3;1;0.342071;-0.487454;-0.137347
1;3;1;-0.624353;-0.419591;0.735317
1;3;1;-0.304071;0.793567;-0.0112616
1;3;1;-0.823259;-0.317806;0.88242
1;3;1;0.702405;0.628143;-0.88502
1;3;1;0.414926;0.908651;-0.721788
1;3;1;0.268483;0.051596;-0.268512
1;3;1;-0.0188816;0.90239;-0.316475
1;3;1;0.450902;-0.762676;-0.136576
1;3;1;-0.564908;-0.980444;0.887691
1;3;1;-0.967253;-0.761081;1.18026
1;3;1;0.595533;0.833652;-0.861807
1;3;1;-0.407188;0.799502;0.0823349
1;3;1;-0.729164;-0.698867;0.936057
1;3;1;-0.911092;0.973299;0.486119
1;3;1;-0.62549;-0.486801;0.761251
1;3;1;0.287563;-0.721918;7.62621e-05
1;3;1;0.756511;0.747904;-0.979612
1;3;1;-0.281517;-0.925975;0.604267
1;3;1;0.789791;0.399517;-0.881574
1;3;1;0.167761;0.256557;-0.25081
1;3;1;0.51608;-0.733412;-0.207956
1;3;1;-0.218089;-0.935302;0.548796
1;3;1;0.933965;-0.861253;-0.54884
1;3;1;-0.555873;0.757237;0.236104
1;3;1;0.865157;-0.0114791;-0.79946
1;3;1;0.675156;-0.0977883;-0.591006
1;3;1;-0.0637504;0.945572;-0.290777
1;3;1;-0.270804;0.0596869;0.229477
1;3;1;0.283894;0.167346;-0.325672
1;3;1;0.134121;-0.645698;0.114407
1;3;1;-0.213226;-0.133807;0.247609
1;3;1;0.983023;-0.120265;-0.868687
1;3;1;-0.0538714;-0.470206;0.22409
1;3;1;-0.169477;0.107841;0.117523
1;3;1;-0.537799;-0.472497;0.674494
1;3;1;0.299182;0.19495;-0.350092
1;3;1;-0.551023;-0.333989;0.63551
1;3;1;-0.239324;-0.371257;0.359745
1;3;1;-0.0274563;-0.606802;0.250111
1;3;1;-0.727969;-0.335514;0.800453
1;3;1;-0.23335;-0.385885;0.35961
1;3;1;0.34116;-0.645516;-0.0779938
1;3;1;0.189868;-0.194838;-0.104264
1;3;1;-0.653573;0.353127;0.476444
1;3;1;0.364545;0.0123111;-0.34321
1;3;1;0.671424;0.388615;-0.767579
1;3;1;0.80365;-0.444988;-0.581859
1;3;1;-0.43266;0.740745;0.127746
1;3;1;0.739136;0.585359;-0.903306
1;3;1;-0.0412241;-0.385017;0.180808
1;3;1;0.20615;0.410704;-0.343528
1;3;1;0.577746;-0.128882;-0.489006
1;3;1;0.631205;0.554554;-0.791639
1;3;1;0.179424;0.251348;-0.259715
1;3;1;0.456772;0.371396;-0.5618
1;3;1;-0.357199;0.47036;0.157727
1;3;1;0.300963;-0.22196;-0.197429
1;3;1;-0.549194;-0.531614;0.706961
1;3;1;0.614558;-0.209714;-0.493284
1;3;1;0.10172;-0.865749;0.225958
1;3;1;0.671504;-0.0152969;-0.618147
1;3;1;0.328334;0.701432;-0.564645
1;3;1;-0.569621;0.0260836;0.519509
1;3;1;0.655834;-0.0630197;-0.585926
1;3;1;0.776701;0.549166;-0.924806
1;3;1;0.394362;0.130625;-0.414702
1;3;1;-0.863283;0.528051;0.606512
1;3;1;-0.205437;-0.458914;0.36071
1;3;1;-0.687405;0.435453;0.4774
1;3;1;0.382521;-0.0330608;-0.343114
1;3;1;-0.310637;0.654777;0.0462104
1;3;1;0.567637;0.641835;-0.764892
1;3;1;-0.218892;-0.581335;0.418523
1;3;1;0.370593;0.0392578;-0.358802
1;3;1;-0.0727175;-0.51255;0.257271
1;3;1;0.676009;-0.677701;-0.377147
1;3;1;0.777221;-0.523249;-0.52834
1;3;1;-0.886178;-0.615301;1.05099
1;3;1;-0.82785;0.0454699;0.75222
1;3;1;0.262823;-0.563957;-0.0354096
1;3;1;0.569701;0.173498;-0.593456
1;3;1;-0.596747;-0.0789578;0.583588
1;3;1;0.322435;-0.0454669;-0.282704
1;3;1;-0.309499;-0.682545;0.540157
1;3;1;-0.462764;-0.94634;0.780179
1;3;1;0.239493;0.390637;-0.367076
1;3;1;-0.580859;0.511671;0.35021
1;3;1;0.978774;-0.781751;-0.619894
1;3;1;0.30256;-0.549048;-0.0778427
1;3;1;-0.150811;-0.694005;0.396982
1;3;1;0.254762;-0.66532;0.0095976
1;3;1;0.484177;-0.222055;-0.367595
1;3;1;0.0248867;0.188894;-0.0930375
1;3;1;0.174385;0.630519;-0.395383
1;3;1;-0.236468;0.30504;0.106763
1;3;1;0.449715;0.908102;-0.753903
1;3;1;-0.839635;-0.142557;0.832766
1;3;1;-0.595662;-0.447985;0.719174
1;3;1;0.504202;-0.104308;-0.429781
1;3;1;-0.14265;-0.449161;0.298773
1;3;1;-0.770251;-0.804902;1.01347
1;3;1;-0.461057;0.670816;0.18001
1;3;1;-0.0132768;-0.150483;0.0680344
1;3;1;-0.103962;0.125239;0.0502216
1;3;1;0.477766;-0.903225;-0.109507
1;3;1;-0.139978;0.601401;-0.0925701
1;3;1;-0.743785;0.317674;0.573371
1;3;1;0.283031;0.739333;-0.536589
1;3;1;-0.299527;0.0342978;0.265558
1;3;1;-0.41378;-0.580542;0.599276
1;3;1;0.199993;-0.50261;0.000250641
1;3;1;-0.792992;-0.94086;1.08492
1;3;1;0.800486;-0.110269;-0.702815
1;3;1;-0.0838393;-0.725709;0.346502
1;3;1;0.825958;-0.368371;-0.630942
1;3;1;-0.472187;-0.533049;0.635955
1;3;1;0.133574;0.922279;-0.465464
1;3;1;-0.297446;0.526102;0.0815852
1;3;1;0.179566;0.388204;-0.310504
1;3;1;0.113469;0.839565;-0.41617
1;3;1;-0.968486;-0.141633;0.952123
1;3;1;-0.253982;-0.340219;0.361873
1;3;1;0.466266;0.246783;-0.524495
1;3;1;0.909037;-0.0604968;-0.822079
1;3;1;-0.261446;-0.470834;0.417154
1;3;1;-0.60429;0.821348;0.257351
1;3;1;-0.404103;0.0273457;0.365279
1;3;1;0.191783;0.796065;-0.472821
1;3;1;0.328174;-0.54166;-0.104372
1;3;1;-0.193;0.663361;-0.0662481
1;3;1;0.118191;-0.211308;-0.0315817
1;3;1;0.448469;-0.11411;-0.374379
1;3;1;-0.59487;0.860566;0.234084
1;3;1;-0.535314;-0.748098;0.774198
1;3;1;-0.586779;0.484564;0.365743
1;3;1;0.695352;0.350384;-0.775657
1;3;1;-0.0694287;-0.245181;0.15525
1;3;1;-0.987754;0.831053;0.609987
1;3;1;0.995122;0.0482807;-0.942313
1;3;1;-0.788644;-0.127461;0.779809
1;3;1;0.971762;0.604165;-1.12637
1;3;1;-0.696992;-0.433638;0.807997
1;3;1;0.548418;-0.582008;-0.294038
1;3;1;-0.589379;-0.566599;0.757241
1;3;1;0.0462862;0.993544;-0.410755
1;3;1;-0.297945;-0.415423;0.43055
1;3;1;-0.999175;-0.795241;1.22256
1;3;1;-0.944066;0.36452;0.742087
1;3;1;0.132621;0.966678;-0.481013
1;3;1;0.795679;0.581594;-0.95444
1;3;1;0.33503;-0.0843997;-0.279994
1;3;1;0.977869;0.500436;-1.09365
1;3;1;0.857563;0.261349;-0.893391
1;3;1;0.368869;-0.756259;-0.0627435
1;3;1;0.0942128;-0.260517;0.00890777
1;3;1;0.812613;-0.365005;-0.619792
1;3;1;-0.6931;0.841944;0.33223
1;3;1;-0.77257;0.930166;0.3734
1;3;1;0.454552;-0.808469;-0.123016
1;3;1;0.780726;-0.560751;-0.517715
1;3;1;-0.0445368;-0.248806;0.133468
1;3;1;0.546687;-0.367233;-0.371928
1;3;1;-0.536523;0.81137;0.198091
1;3;1;0.143375;0.969009;-0.491865
1;3;1;0.736177;0.0390869;-0.698357
1;3;1;-0.478633;-0.0822261;0.475073
1;3;1;0.396981;-0.00524722;-0.366843
1;3;1;-0.937378;0.732362;0.599719
1;3;1;-0.812082;0.345432;0.626542
1;3;1;-0.543966;0.784255;0.215042
1;3;1;-0.0721521;0.387019;-0.076226
1;3;1;-0.413163;-0.377185;0.523431
1;3;1;0.444173;-0.408488;-0.261425
1;3;1;0.60093;-0.138221;-0.507087
1;3;1;-0.669904;-0.927362;0.965582
1;3;1;-0.330842;-0.37067;0.444546
1;3;1;0.969701;0.247203;-0.992328
1;3;1;-0.597474;-0.969516;0.9139
1;3;1;0.61067;0.0403627;-0.582237
1;3;1;-0.53361;0.184351;0.427473
1;3;1;0.210271;-0.179228;-0.128995
1;3;1;0.0406655;0.485164;-0.217358
1;3;1;-0.381181;-0.100835;0.391431
1;3;1;0.440969;0.500888;-0.59505
1;3;1;0.817463;-0.415404;-0.605641
1;3;1;-0.541767;0.436966;0.341546
1;3;1;0.63031;-0.718524;-0.319583
1;3;1;-0.139043;0.180696;0.0622833
1;3;1;-0.0592243;0.931666;-0.289834
1;3;1;-0.945868;-0.180312;0.945428
1;3;1;0.720689;-0.709322;-0.406949
1;3;1;-0.39492;0.955093;0.0133472
1;3;1;-0.425558;0.464733;0.223314
1;3;1;0.301592;0.515236;-0.470884
1;3;1;-0.447159;0.050182;0.396825
1;3;1;0.0293625;-0.131446;0.021377
1;3;1;-0.148599;-0.345603;0.265968
1;3;1;0.807458;-0.484589;-0.570739
1;3;1;-0.660987;0.0126248;0.609367
1;3;1;0.528481;-0.666547;-0.244226
1;3;1;-0.478032;0.20128;0.369576
1;3;1;0.456376;-0.289729;-0.316719
1;3;1;0.6767;-0.626233;-0.396839
1;3;1;-0.499676;-0.840297;0.775217
1;3;1;0.00627891;-0.844337;0.306695
1;3;1;0.615992;-0.910613;-0.235182
1;3;1;-0.993612;-0.300352;1.03421
1;3;1;0.306544;-0.861288;0.0340305
1;3;1;-0.626845;0.653232;0.340532
1;3;1;-0.0362023;-0.916935;0.37303
1;3;1;0.894974;0.612896;-1.05827
1;3;1;0.217423;-0.901685;0.131774
1;3;1;0.89665;0.791293;-1.12586
1;3;1;-0.393677;0.389017;0.221722
1;3;1;-0.820531;0.767644;0.478112
1;3;1;0.784494;-0.137933;-0.677719
1;3;1;-0.563072;-0.45341;0.690907
1;3;1;-0.999888;0.0269417;0.918898
1;3;1;0.242961;-0.0321244;-0.213814
1;3;1;0.627747;-0.118586;-0.539266
1;3;1;0.299969;0.757288;-0.55897
1;3;1;0.26614;-0.295166;-0.137982
1;3;1;0.435822;0.395835;-0.551384
1;3;1;-0.761682;0.685984;0.453669
1;3;1;0.861107;0.305848;-0.913154
1;3;1;0.0381665;0.580081;-0.25017
1;3;1;-0.957068;-0.658787;1.13294
1;3;1;-0.854452;-0.0584806;0.81541
1;3;1;-0.31965;0.78702;0.00563429
1;3;1;-0.098799;-0.600232;0.313955
1;3;1;-0.987964;0.170577;0.854654
1;3;1;0.377376;-0.845167;-0.037738
1;3;1;-0.0440552;-0.976236;0.402275
1;3;1;0.034528;0.330396;-0.15437
1;3;1;-0.543275;-0.797903;0.800029
1;3;1;-0.604678;-0.00980538;0.565359
1;3;1;-0.919839;0.675288;0.604551
1;3;1;0.222097;0.285516;-0.312005
1;3;1;0.46113;-0.0514236;-0.409343
1;3;1;-0.15577;0.640466;-0.0923596
1;3;1;0.282456;0.308873;-0.376722
1;3;1;-0.0363387;-0.856247;0.350694
1;3;1;0.55568;0.157666;-0.574571
1;3;1;0.496898;0.390056;-0.605983
1;3;1;0.542571;0.882262;-0.8306
1;3;1;0.252133;-0.323248;-0.114576
1;3;1;0.0910903;-0.182413;-0.0171011
1;3;1;0.606416;0.0594843;-0.585362
1;3;1;-0.0463362;0.0151958;0.0374204
1;3;1;-0.505207;0.857706;0.151849
1;3;1;-0.223136;0.552885;0.00264003
1;3;1;0.898994;-0.652759;-0.593526
1;3;1;-0.514069;0.214093;0.398311
1;3;1;0.667313;-0.0456318;-0.603025
1;3;1;0.437669;-0.173092;-0.342514
1;3;1;-0.0943969;0.0856209;0.0560001
1;3;1;-0.483008;0.424303;0.291648
1;3;1;-0.935658;-0.481348;1.04737
1;3;1;-0.30482;0.088188;0.250528
1;3;1;0.441116;0.112574;-0.451454
1;3;1;0.8226;0.84633;-1.07744
1;3;1;0.432664;-0.200496;-0.327721
1;3;1;0.181517;-0.268534;-0.0692283
1;3;1;0.511121;0.839148;-0.785425
1;3;1;0.92405;-0.618661;-0.629424
1;3;1;-0.00187622;0.874947;-0.322115
1;3;1;0.707227;0.772153;-0.942804
1;3;1;-0.826754;-0.281817;0.872346
1;3;1;-0.0329621;0.422766;-0.125864
1;3;1;0.683253;-0.560394;-0.427297
1;3;1;0.524781;-0.427276;-0.329353
1;3;1;-0.783109;-0.543473;0.928651
1;3;1;-0.685428;-0.595656;0.857224
1;3;1;0.823666;-0.854298;-0.44895
1;3;1;-0.149144;-0.308547;0.252758
1;3;1;0.238656;-0.108521;-0.181537
1;3;1;0.914871;0.980281;-1.21274
1;3;1;-0.393445;0.705872;0.104225
1;3;1;-0.992086;0.997701;0.552327
1;3;1;0.284816;0.115921;-0.307494
1;3;1;0.409766;-0.838558;-0.0702739
1;3;1;0.948847;0.355823;-1.01316
1;3;1;-0.473125;-0.0988313;0.476103
1;3;1;-0.943036;0.589394;0.657894
1;3;1;-0.501723;-0.297918;0.57636
1;3;1;-0.26544;0.254425;0.152413
1;3;1;-0.688702;-0.89551;0.971255
1;3;1;0.14621;-0.235164;-0.0487808
1;3;1;-0.135442;0.553695;-0.0791253
1;3;1;-0.922983;-0.672444;1.10633
1;3;1;0.592132;-0.690444;-0.294511
1;3;1;0.70315;0.0778462;-0.682022
1;3;1;0.548214;-0.877413;-0.184506
1;3;1;0.584378;0.936821;-0.889632
1;3;1;0.0147229;-0.931901;0.331262
1;3;1;0.0534228;0.245315;-0.140431
1;3;1;-0.305867;-0.438832;0.446575
1;3;1;-0.826663;0.727858;0.498535
1;3;1;0.618466;-0.0840282;-0.543436
1;3;1;-0.0482634;0.0709912;0.0185584
1;3;1;-0.451375;0.174322;0.354791
1;3;1;0.837123;-0.790209;-0.485173
1;3;1;-0.289121;-0.394484;0.414602
1;3;1;-0.457243;0.342983;0.297813
1;3;1;0.819091;0.338818;-0.886326
1;3;1;0.332057;0.679615;-0.560029
1;3;1;0.667561;0.947937;-0.971021
1;3;1;0.843661;0.736214;-1.05625
1;3;1;0.608153;0.680959;-0.817012
1;3;1;0.4432;0.0966982;-0.447514
1;3;1;-0.650924;0.12931;0.556828
1;3;1;-0.236379;0.726449;-0.0493021
1;3;1;0.732328;-0.667601;-0.433204
1;3;1;-0.54803;-0.412668;0.661853
1;3;1;-0.978967;-0.287706;1.01593
1;3;1;-0.92662;0.483901;0.681692
1;3;1;0.265642;-0.937119;0.100096
1;3;1;-0.71108;-0.749446;0.937978
1;3;1;0.796444;-0.314782;-0.623361
1;3;1;-0.671139;-0.0237151;0.632249
1;3;1;-0.619223;0.33396;0.451629
1;3;1;-0.146851;0.506923;-0.0512145
1;3;1;0.856631;-0.709241;-0.533266
1;3;1;0.893383;0.206109;-0.90622
1;3;1;0.841094;-0.706849;-0.519717
1;3;1;0.451335;-0.892763;-0.0888262
1;3;1;-0.137933;0.492234;-0.0540618
1;3;1;-0.35916;-0.22755;0.417877
1;3;1;0.578562;0.376515;-0.676834
1;3;1;0.635562;0.359077;-0.723331
1;3;1;-0.950242;-0.114287;0.925053
1;3;1;-0.295912;-0.409502;0.42647
1;3;1;0.227567;0.640949;-0.448648
1;3;1;-0.788302;-0.269253;0.831975
1;3;1;0.550189;0.401361;-0.659673
1;3;1;0.121799;0.648643;-0.35324
1;3;1;-0.121636;-0.155246;0.17046
1;3;1;0.0170807;0.268394;-0.115212
1;3;1;0.00909705;0.429042;-0.167259
1;3;1;0.996543;0.963657;-1.28246
1;3;1;-0.132699;-0.136062;0.173636
1;3;1;0.55885;0.424216;-0.676179
1;3;1;-0.726589;0.802652;0.377884
1;3;1;-0.214286;0.0502702;0.180459
1;3;1;0.633241;-0.841966;-0.276614
1;3;1;0.841029;-0.506295;-0.593891
1;3;1;0.810614;-0.411655;-0.600667
1;3;1;0.676347;0.452265;-0.795712
1;3;1;0.333734;0.413754;-0.463179
1;3;1;-0.383654;-0.033416;0.368773
1;3;1;-0.968164;-0.768524;1.18386
1;3;1;-0.938875;-0.61535;1.09996
1;3;1;0.935818;0.031424;-0.880982
1;3;1;-0.484017;0.477875;0.272756
1;3;1;0.309017;-0.426861;-0.129068
1;3;1;0.57844;-0.50615;-0.350007
1;3;1;0.402646;0.981112;-0.737202
1;3;1;0.00200155;0.451866;-0.169116
1;3;1;-0.642356;0.856458;0.279718
1;3;1;0.492893;0.116962;-0.501178
1;3;1;0.0760512;0.119329;-0.114819
1;3;1;-0.953075;-0.621294;1.11535
1;3;1;-0.85328;0.415859;0.638747
1;3;1;0.358683;0.748261;-0.610172
1;3;1;0.439925;0.709561;-0.67132
1;3;1;-0.662658;0.599504;0.393688
1;3;1;0.17705;-0.448951;0.00170244
1;3;1;0.667148;0.25282;-0.713343
1;3;1;0.186977;-0.439164;-0.0111418
1;3;1;0.976673;-0.321958;-0.788133
1;3;1;0.669332;-0.204499;-0.546098
1;3;1;0.339959;0.379549;-0.456301
1;3;1;-0.206458;0.607508;-0.0330726
1;3;1;-0.589057;0.628233;0.314681
1;3;1;0.797563;0.928056;-1.08443
1;3;1;0.728092;0.411392;-0.828653
1;3;1;0.26387;-0.454214;-0.0770035
1;3;1;-0.684021;0.772163;0.349625
1;3;1;-0.0392772;0.757485;-0.243892
1;3;1;-0.694395;-0.534798;0.843028
1;3;1;0.248502;-0.673976;0.0186176
1;3;1;-0.300636;0.850051;-0.0353593
1;3;1;-0.280969;0.0109412;0.256963
1;3;1;0.0244847;0.0339472;-0.035311
1;3;1;0.1912;-0.427269;-0.0194681
1;3;1;-0.928302;0.069457;0.836659
1;3;1;0.353925;-0.777776;-0.0408973
1;3;1;-0.369181;-0.782758;0.632694
1;3;1;-0.156903;-0.935679;0.492095
1;3;1;-0.869268;-0.755362;1.08712
1;3;1;-0.877835;0.337099;0.690711
1;3;1;-0.386756;0.95742;0.00490109
1;3;1;-0.722556;-0.419103;0.826365
1;3;1;-0.927021;0.540729;0.66103
1;3;1;-0.0526854;-0.47515;0.224818
1;3;1;-0.813332;-0.634642;0.990474
1;3;1;-0.831231;-0.496149;0.955839
1;3;1;-0.896096;0.214109;0.753199
1;3;1;-0.688892;0.472974;0.464894
1;3;1;0.13404;0.165503;-0.185779
1;3;1;-0.571716;0.262111;0.43409
1;3;1;0.553314;-0.781227;-0.224847
1;3;1;-0.710685;0.0972682;0.624204
1;3;1;0.158372;0.964335;-0.504068
1;3;1;-0.670935;-0.870081;0.945337
1;3;1;0.769811;-0.660188;-0.470769
1;3;1;-0.555161;0.10287;0.477653
1;3;1;-0.210087;-0.891179;0.525031
1;3;1;-0.0604289;-0.176854;0.121599
1;3;1;-0.399637;-0.0767162;0.399648
1;3;1;-0.734706;-0.829681;0.989625
1;3;1;-0.795878;0.149257;0.684103
1;3;1;-0.724392;0.776103;0.38567
1;3;1;-0.101702;0.153135;0.0377961
1;3;1;0.538008;-0.0650695;-0.475711
1;3;1;0.64817;0.40914;-0.753574
1;3;1;-0.906654;-0.934728;1.18824
1;3;1;-0.455761;0.0806607;0.393534
1;3;1;0.886018;0.629904;-1.05624
1;3;1;-0.434362;-0.61341;0.630562
1;3;1;0.660541;-0.529688;-0.417563
1;3;1;0.0589325;-0.0184876;-0.0479036
1;3;1;0.0130543;0.728291;-0.2817
1;3;1;0.91549;-0.59901;-0.628745
1;3;1;0.970062;0.347672;-1.02985
