X;Y;Z
-17.5256;0;39.2043
32.6227;0;27.9265
36.0332;0;-23.361
-12.1801;0;-41.1797
-42.9433;0;-0.0012945
-12.1826;0;41.179
40.9433;0;0
11.6141;0;-39.2615
-34.3543;0;-22.274
-31.1041;0;26.6249
16.7082;0;37.379
40.5831;0;-5.41892
6.31556;0;-40.4533
-37.0001;0;-17.5312
-27.3066;0;30.5074
21.5084;0;34.8388
39.5089;0;-10.7425
0.905942;0;-40.9333
-38.9949;0;-12.4799
-23.0287;0;33.8531
25.9302;0;31.6856
37.7395;0;-15.8771
-4.51962;0;-40.6931
-40.3036;0;-7.20911
-18.3456;0;36.6032
29.8957;0;27.975
35.3062;0;-20.7323
-9.86565;0;-39.7369
-40.9032;0;-1.81144
-13.3397;0;38.7092
33.3352;0;23.7721
32.2516;0;-25.2227
-15.0381;0;-38.0816
-40.7831;0;3.6181
-8.09914;0;40.1342
36.1883;0;19.151
28.6296;0;-29.2694
-19.946;0;-35.7563
-39.9455;0;8.98399
-2.71605;0;40.8531
38.4046;0;14.193
24.5039;0;-32.8011
-24.5029;0;-32.8018
-38.405;0;14.1918
2.71482;0;40.8532
39.9452;0;8.98519
19.9471;0;-35.7557
-28.6287;0;-29.2703
-36.1888;0;19.1499
8.09793;0;40.1345
40.783;0;3.61933
15.0393;0;-38.0811
-32.2509;0;-25.2237
-33.336;0;23.7711
13.3386;0;38.7096
40.9032;0;-1.81021
9.86685;0;-39.7366
-35.3055;0;-20.7333
-29.8965;0;27.9741
18.3445;0;36.6037
40.3038;0;-7.2079
4.52084;0;-40.6929
-37.739;0;-15.8782
-25.9311;0;31.6848
23.0277;0;33.8538
38.9953;0;-12.4788
-0.904708;0;-40.9333
-39.5086;0;-10.7437
-21.5095;0;34.8381
27.3057;0;30.5082
37.0007;0;-17.5301
-6.31434;0;-40.4534
-40.5829;0;-5.42014
-16.7093;0;37.3785
31.1033;0;26.6259
34.355;0;-22.273
-11.6129;0;-39.2619
-40.9433;0;-0.00123421
-11.6152;0;39.2612
38.9433;0;0
11.0467;0;-37.3437
-32.6762;0;-21.186
-29.5847;0;25.3243
15.8921;0;35.5531
38.6007;0;-5.15421
6.00706;0;-38.4772
-35.1927;0;-16.6748
-25.9728;0;29.0172
20.4578;0;33.137
37.5789;0;-10.2177
0.861689;0;-38.9338
-37.0901;0;-11.8703
-21.9038;0;32.1994
24.6635;0;30.1378
35.896;0;-15.1015
-4.29884;0;-38.7053
-38.3349;0;-6.85696
-17.4495;0;34.8152
28.4354;0;26.6085
33.5815;0;-19.7195
-9.38374;0;-37.7958
-38.9052;0;-1.72296
-12.6881;0;36.8184
31.7069;0;22.6109
30.6762;0;-23.9906
-14.3035;0;-36.2214
-38.7909;0;3.44137
-7.70351;0;38.1738
34.4205;0;18.2155
27.2311;0;-27.8396
-18.9717;0;-34.0096
-37.9942;0;8.54514
-2.58338;0;38.8575
36.5286;0;13.4997
23.3069;0;-31.1988
-23.306;0;-31.1995
-36.529;0;13.4986
2.58221;0;38.8576
37.9939;0;8.54629
18.9727;0;-34.0091
-27.2303;0;-27.8405
-34.4211;0;18.2145
7.70236;0;38.174
38.7908;0;3.44254
14.3046;0;-36.2209
-30.6755;0;-23.9916
-31.7076;0;22.6099
12.687;0;36.8187
38.9052;0;-1.72178
9.38488;0;-37.7955
-33.5809;0;-19.7206
-28.4362;0;26.6076
17.4484;0;34.8157
38.3351;0;-6.85581
4.30001;0;-38.7052
-35.8956;0;-15.1026
-24.6644;0;30.1371
21.9028;0;32.2001
37.0904;0;-11.8692
-0.860515;0;-38.9338
-37.5786;0;-10.2189
-20.4588;0;33.1364
25.9719;0;29.0179
35.1932;0;-16.6738
-6.0059;0;-38.4774
-38.6005;0;-5.15538
-15.8931;0;35.5526
29.584;0;25.3252
32.6768;0;-21.185
-11.0456;0;-37.344
-38.9433;0;-0.00117392
-11.0479;0;37.3433
36.9433;0;0
10.4794;0;-35.4258
-30.9981;0;-20.0979
-28.0654;0;24.0238
15.0759;0;33.7272
36.6183;0;-4.88951
5.69855;0;-36.5011
-33.3854;0;-15.8185
-24.6389;0;27.5269
19.4071;0;31.4352
35.649;0;-9.69299
0.817435;0;-36.9342
-35.1853;0;-11.2607
-20.7789;0;30.5458
23.3969;0;28.5901
34.0525;0;-14.3259
-4.07807;0;-36.7175
-36.3661;0;-6.50481
-16.5533;0;33.0272
26.975;0;25.2419
31.8569;0;-18.7068
-8.90182;0;-35.8548
-36.9071;0;-1.63447
-12.0365;0;34.9275
30.0785;0;21.4497
29.1008;0;-22.7586
-13.5689;0;-34.3612
-36.7988;0;3.26463
-7.30788;0;36.2133
32.6528;0;17.28
25.8326;0;-26.4099
-17.9973;0;-32.263
-36.0429;0;8.10629
-2.4507;0;36.8619
34.6526;0;12.8064
22.11;0;-29.5965
-22.1091;0;-29.5972
-34.653;0;12.8053
2.44959;0;36.862
36.0427;0;8.10738
17.9983;0;-32.2625
-25.8318;0;-26.4107
-32.6533;0;17.2791
7.30679;0;36.2135
36.7987;0;3.26574
13.57;0;-34.3608
-29.1001;0;-22.7594
-30.0792;0;21.4488
12.0354;0;34.9278
36.9072;0;-1.63336
8.9029;0;-35.8545
-31.8563;0;-18.7078
-26.9758;0;25.2411
16.5523;0;33.0277
36.3663;0;-6.50372
4.07917;0;-36.7174
-34.0521;0;-14.327
-23.3978;0;28.5894
20.778;0;30.5464
35.1856;0;-11.2596
-0.816322;0;-36.9343
-35.6487;0;-9.69406
-19.4081;0;31.4346
24.6381;0;27.5277
33.3858;0;-15.8175
-5.69745;0;-36.5013
-36.6181;0;-4.89061
-15.0769;0;33.7267
28.0646;0;24.0246
30.9987;0;-20.097
-10.4783;0;-35.4261
-36.9433;0;-0.00111363
-10.4805;0;35.4255
34.9433;0;0
9.91209;0;-33.508
-29.3199;0;-19.0099
-26.546;0;22.7232
14.2597;0;31.9013
34.6359;0;-4.6248
5.39005;0;-34.5251
-31.578;0;-14.9621
-23.305;0;26.0367
18.3565;0;29.7334
33.7191;0;-9.16824
0.773181;0;-34.9347
-33.2804;0;-10.6511
-19.654;0;28.8921
22.1303;0;27.0423
32.209;0;-13.5504
-3.85729;0;-34.7297
-34.3974;0;-6.15266
-15.6572;0;31.2392
25.5147;0;23.8754
30.1323;0;-17.6941
-8.4199;0;-33.9137
-34.9091;0;-1.54598
-11.3849;0;33.0366
28.4502;0;20.2885
27.5253;0;-21.5265
-12.8344;0;-32.501
-34.8066;0;3.08789
-6.91226;0;34.2528
30.8851;0;16.3446
24.4341;0;-24.9801
-17.023;0;-30.5164
-34.0917;0;7.66744
-2.31803;0;34.8663
32.7766;0;12.1131
20.913;0;-27.9943
-20.9122;0;-27.9949
-32.777;0;12.1121
2.31698;0;34.8664
34.0915;0;7.66847
17.0239;0;-30.5159
-24.4334;0;-24.9809
-30.8856;0;16.3436
6.91122;0;34.253
34.8065;0;3.08894
12.8353;0;-32.5006
-27.5247;0;-21.5273
-28.4508;0;20.2876
11.3839;0;33.037
34.9091;0;-1.54493
8.42092;0;-33.9134
-30.1317;0;-17.695
-25.5154;0;23.8746
15.6562;0;31.2397
34.3975;0;-6.15162
3.85834;0;-34.7296
-32.2086;0;-13.5513
-22.1311;0;27.0416
19.6531;0;28.8927
33.2808;0;-10.6501
-0.772128;0;-34.9347
-33.7188;0;-9.16926
-18.3574;0;29.7328
23.3042;0;26.0374
31.5784;0;-14.9612
-5.38901;0;-34.5252
-34.6357;0;-4.62585
-14.2607;0;31.9009
26.5453;0;22.724
29.3205;0;-19.009
-9.91108;0;-33.5083
-34.9433;0;-0.00105334
-9.9131;0;33.5077
32.9433;0;0
9.34476;0;-31.5901
-27.6418;0;-17.9218
-25.0266;0;21.4226
13.4436;0;30.0754
32.6535;0;-4.3601
5.08155;0;-32.549
-29.7706;0;-14.1057
-21.9711;0;24.5465
17.3058;0;28.0316
31.7891;0;-8.64349
0.728928;0;-32.9352
-31.3756;0;-10.0415
-18.5291;0;27.2385
20.8636;0;25.4945
30.3655;0;-12.7748
-3.63652;0;-32.742
-32.4286;0;-5.80051
-14.761;0;29.4512
24.0543;0;22.5089
28.4076;0;-16.6813
-7.93798;0;-31.9726
-32.911;0;-1.4575
-10.7332;0;31.1457
26.8218;0;19.1272
25.9499;0;-20.2944
-12.0998;0;-30.6407
-32.8144;0;2.91115
-6.51663;0;32.2923
29.1174;0;15.4091
23.0356;0;-23.5504
-16.0487;0;-28.7698
-32.1404;0;7.22859
-2.18536;0;32.8707
30.9006;0;11.4198
19.716;0;-26.392
-19.7152;0;-26.3926
-30.901;0;11.4188
2.18437;0;32.8708
32.1402;0;7.22956
16.0496;0;-28.7693
-23.0349;0;-23.5511
-29.1178;0;15.4082
6.51566;0;32.2925
32.8143;0;2.91214
12.1007;0;-30.6404
-25.9493;0;-20.2952
-26.8224;0;19.1264
10.7323;0;31.1461
32.9111;0;-1.45651
7.93895;0;-31.9724
-28.4071;0;-16.6822
-24.055;0;22.5082
14.7601;0;29.4516
32.4288;0;-5.79953
3.63751;0;-32.7418
-30.3651;0;-12.7757
-20.8644;0;25.4939
18.5283;0;27.239
31.3759;0;-10.0405
-0.727935;0;-32.9352
-31.7889;0;-8.64445
-17.3067;0;28.031
21.9704;0;24.5471
29.771;0;-14.1048
-5.08057;0;-32.5492
-32.6533;0;-4.36109
-13.4445;0;30.075
25.026;0;21.4234
27.6423;0;-17.921
-9.34381;0;-31.5904
-32.9433;0;-0.000993054
-9.34572;0;31.5898
30.9433;0;0
8.77744;0;-29.6723
-25.9636;0;-16.8338
-23.5072;0;20.122
12.6274;0;28.2495
30.6711;0;-4.0954
4.77305;0;-30.5729
-27.9632;0;-13.2494
-20.6373;0;23.0562
16.2552;0;26.3297
29.8592;0;-8.11874
0.684675;0;-30.9357
-29.4708;0;-9.43184
-17.4042;0;25.5848
19.597;0;23.9467
28.522;0;-11.9992
-3.41574;0;-30.7542
-30.4598;0;-5.44836
-13.8649;0;27.6632
22.594;0;21.1424
26.683;0;-15.6686
-7.45606;0;-30.0315
-30.913;0;-1.36901
-10.0816;0;29.2549
25.1934;0;17.966
24.3745;0;-19.0623
-11.3652;0;-28.7805
-30.8222;0;2.73442
-6.121;0;30.3318
27.3496;0;14.4736
21.6371;0;-22.1206
-15.0744;0;-27.0231
-30.1892;0;6.78974
-2.05268;0;30.8751
29.0246;0;10.7265
18.5191;0;-24.7897
-18.5183;0;-24.7903
-29.025;0;10.7256
2.05175;0;30.8752
30.189;0;6.79065
15.0752;0;-27.0227
-21.6364;0;-22.1213
-27.3501;0;14.4727
6.12009;0;30.332
30.8221;0;2.73535
11.3661;0;-28.7802
-24.3739;0;-19.063
-25.194;0;17.9653
10.0807;0;29.2552
30.913;0;-1.36808
7.45697;0;-30.0313
-26.6825;0;-15.6694
-22.5946;0;21.1417
13.864;0;27.6636
30.46;0;-5.44744
3.41667;0;-30.7541
-28.5216;0;-12.0001
-19.5977;0;23.9461
17.4034;0;25.5853
29.4711;0;-9.43095
-0.683742;0;-30.9357
-29.859;0;-8.11964
-16.256;0;26.3293
20.6366;0;23.0569
27.9636;0;-13.2485
-4.77212;0;-30.5731
-30.6709;0;-4.09632
-12.6283;0;28.2491
23.5066;0;20.1227
25.9641;0;-16.833
-8.77654;0;-29.6725
-30.9433;0;-0.000932765
-8.77833;0;29.672
28.9433;0;0
8.21011;0;-27.7544
-24.2855;0;-15.7458
-21.9879;0;18.8215
11.8112;0;26.4236
28.6887;0;-3.83069
4.46454;0;-28.5969
-26.1558;0;-12.393
-19.3034;0;21.566
15.2045;0;24.6279
27.9293;0;-7.59399
0.640421;0;-28.9362
-27.566;0;-8.82222
-16.2793;0;23.9311
18.3303;0;22.3989
26.6785;0;-11.2237
-3.19497;0;-28.7664
-28.4911;0;-5.09621
-12.9687;0;25.8752
21.1336;0;19.7758
24.9583;0;-14.6559
-6.97415;0;-28.0905
-28.9149;0;-1.28053
-9.43001;0;27.364
23.5651;0;16.8048
22.799;0;-17.8302
-10.6306;0;-26.9203
-28.8301;0;2.55768
-5.72537;0;28.3714
25.5819;0;13.5381
20.2386;0;-20.6909
-14.1;0;-25.2765
-28.2379;0;6.35089
-1.92001;0;28.8795
27.1486;0;10.0332
17.3221;0;-23.1875
-17.3214;0;-23.188
-27.149;0;10.0324
1.91914;0;28.8796
28.2377;0;6.35174
14.1008;0;-25.2761
-20.238;0;-20.6915
-25.5823;0;13.5373
5.72452;0;28.3715
28.83;0;2.55855
10.6314;0;-26.92
-22.7985;0;-17.8309
-23.5656;0;16.8041
9.42918;0;27.3643
28.915;0;-1.27966
6.97499;0;-28.0903
-24.9579;0;-14.6566
-21.1342;0;19.7752
12.9679;0;25.8756
28.4912;0;-5.09535
3.19584;0;-28.7663
-26.6782;0;-11.2245
-18.331;0;22.3984
16.2785;0;23.9316
27.5662;0;-8.82139
-0.639549;0;-28.9362
-27.9291;0;-7.59483
-15.2053;0;24.6275
19.3027;0;21.5666
26.1562;0;-12.3922
-4.46368;0;-28.597
-28.6885;0;-3.83156
-11.812;0;26.4233
21.9873;0;18.8221
24.286;0;-15.745
-8.20928;0;-27.7547
-28.9433;0;-0.000872477
-8.21095;0;27.7542
26.9433;0;0
7.64279;0;-25.8366
-22.6073;0;-14.6577
-20.4685;0;17.5209
10.9951;0;24.5977
26.7063;0;-3.56599
4.15604;0;-26.6208
-24.3484;0;-11.5366
-17.9695;0;20.0758
14.1539;0;22.9261
25.9994;0;-7.06924
0.596167;0;-26.9367
-25.6611;0;-8.2126
-15.1544;0;22.2775
17.0637;0;20.8512
24.835;0;-10.4481
-2.97419;0;-26.7786
-26.5223;0;-4.74406
-12.0726;0;24.0872
19.6733;0;18.4093
23.2337;0;-13.6432
-6.49223;0;-26.1494
-26.9169;0;-1.19204
-8.77839;0;25.4731
21.9367;0;15.6436
21.2236;0;-16.5982
-9.89603;0;-25.0601
-26.8379;0;2.38094
-5.32975;0;26.4109
23.8142;0;12.6026
18.8401;0;-19.2611
-13.1257;0;-23.5299
-26.2867;0;5.91204
-1.78733;0;26.8839
25.2727;0;9.33987
16.1251;0;-21.5852
-16.1245;0;-21.5857
-25.2729;0;9.33911
1.78652;0;26.884
26.2865;0;5.91283
13.1264;0;-23.5295
-18.8395;0;-19.2617
-23.8146;0;12.6019
5.32895;0;26.411
26.8378;0;2.38175
9.89679;0;-25.0598
-21.2231;0;-16.5988
-21.9372;0;15.6429
8.77762;0;25.4734
26.9169;0;-1.19123
6.49302;0;-26.1492
-23.2333;0;-13.6439
-19.6738;0;18.4087
12.0718;0;24.0876
26.5225;0;-4.74326
2.975;0;-26.7785
-24.8347;0;-10.4489
-17.0643;0;20.8506
15.1537;0;22.2779
25.6614;0;-8.21183
-0.595355;0;-26.9367
-25.9991;0;-7.07002
-14.1546;0;22.9257
17.9689;0;20.0763
24.3488;0;-11.5359
-4.15524;0;-26.6209
-26.7062;0;-3.5668
-10.9958;0;24.5974
20.468;0;17.5215
22.6078;0;-14.657
-7.64201;0;-25.8368
-26.9433;0;-0.000812188
-7.64357;0;25.8363
24.9433;0;0
7.07547;0;-23.9187
-20.9292;0;-13.5697
-18.9491;0;16.2203
10.1789;0;22.7719
24.7239;0;-3.30129
3.84754;0;-24.6448
-22.541;0;-10.6803
-16.6356;0;18.5856
13.1033;0;21.2243
24.0694;0;-6.54449
0.551914;0;-24.9372
-23.7563;0;-7.60298
-14.0294;0;20.6238
15.7971;0;19.3034
22.9915;0;-9.67255
-2.75342;0;-24.7908
-24.5536;0;-4.3919
-11.1764;0;22.2992
18.2129;0;17.0428
21.5091;0;-12.6304
-6.01031;0;-24.2083
-24.9189;0;-1.10356
-8.12677;0;23.5823
20.3083;0;14.4823
19.6482;0;-15.3661
-9.16145;0;-23.1999
-24.8457;0;2.20421
-4.93412;0;24.4504
22.0465;0;11.6671
17.4416;0;-17.8314
-12.1514;0;-21.7833
-24.3354;0;5.47319
-1.65466;0;24.8883
23.3967;0;8.64658
14.9282;0;-19.9829
-14.9276;0;-19.9834
-23.3969;0;8.64587
1.65391;0;24.8884
24.3352;0;5.47392
12.1521;0;-21.7829
-17.4411;0;-17.8319
-22.0468;0;11.6664
4.93338;0;24.4505
24.8456;0;2.20495
9.16215;0;-23.1996
-19.6477;0;-15.3667
-20.3088;0;14.4817
8.12606;0;23.5825
24.9189;0;-1.10281
6.01104;0;-24.2082
-21.5087;0;-12.6311
-18.2134;0;17.0422
11.1758;0;22.2995
24.5537;0;-4.39116
2.75417;0;-24.7908
-22.9912;0;-9.67324
-15.7976;0;19.3029
14.0288;0;20.6242
23.7565;0;-7.60226
-0.551162;0;-24.9372
-24.0692;0;-6.54522
-13.1039;0;21.2239
16.6351;0;18.5861
22.5414;0;-10.6796
-3.84679;0;-24.6449
-24.7238;0;-3.30203
-10.1796;0;22.7715
18.9486;0;16.2209
20.9296;0;-13.569
-7.07475;0;-23.9189
-24.9433;0;-0.000751899
-7.07619;0;23.9185
22.9433;0;0
6.50814;0;-22.0009
-19.2511;0;-12.4816
-17.4297;0;14.9197
9.36274;0;20.946
22.7414;0;-3.03658
3.53903;0;-22.6687
-20.7337;0;-9.82392
-15.3017;0;17.0953
12.0526;0;19.5225
22.1395;0;-6.01974
0.50766;0;-22.9377
-21.8515;0;-6.99336
-12.9045;0;18.9702
14.5304;0;17.7556
21.148;0;-8.89698
-2.53265;0;-22.8031
-22.5848;0;-4.03975
-10.2803;0;20.5112
16.7526;0;15.6763
19.7844;0;-11.6177
-5.52839;0;-22.2673
-22.9208;0;-1.01507
-7.47515;0;21.6914
18.68;0;13.3211
18.0728;0;-14.134
-8.42687;0;-21.3397
-22.8535;0;2.02747
-4.53849;0;22.4899
20.2787;0;10.7316
16.0431;0;-16.4016
-11.1771;0;-20.0366
-22.3841;0;5.03434
-1.52199;0;22.8927
21.5207;0;7.95328
13.7312;0;-18.3807
-13.7306;0;-18.3811
-21.5209;0;7.95263
1.5213;0;22.8928
22.384;0;5.03501
11.1777;0;-20.0363
-16.0426;0;-16.4021
-20.2791;0;10.731
4.53782;0;22.4901
22.8535;0;2.02816
8.42751;0;-21.3394
-18.0723;0;-14.1345
-18.6804;0;13.3206
7.47449;0;21.6916
22.9208;0;-1.01438
5.52906;0;-22.2671
-19.7841;0;-11.6183
-16.7531;0;15.6758
10.2797;0;20.5115
22.585;0;-4.03907
2.53333;0;-22.803
-21.1477;0;-8.89762
-14.531;0;17.7552
12.904;0;18.9706
21.8517;0;-6.9927
-0.506969;0;-22.9377
-22.1393;0;-6.02041
-12.0532;0;19.5222
15.3012;0;17.0958
20.734;0;-9.82329
-3.53835;0;-22.6688
-22.7414;0;-3.03727
-9.36337;0;20.9457
17.4293;0;14.9203
19.2514;0;-12.4811
-6.50748;0;-22.0011
-22.9433;0;-0.00069161
-6.5088;0;22.0007
20.9433;0;0
5.94082;0;-20.083
-17.5729;0;-11.3936
-15.9104;0;13.6192
8.54658;0;19.1201
20.759;0;-2.77188
3.23053;0;-20.6926
-18.9263;0;-8.96755
-13.9679;0;15.6051
11.002;0;17.8207
20.2096;0;-5.49499
0.463407;0;-20.9382
-19.9467;0;-6.38374
-11.7796;0;17.3165
13.2638;0;16.2078
19.3045;0;-8.12142
-2.31187;0;-20.8153
-20.6161;0;-3.6876
-9.38413;0;18.7232
15.2922;0;14.3097
18.0598;0;-10.605
-5.04647;0;-20.3262
-20.9228;0;-0.926587
-6.82353;0;19.8005
17.0516;0;12.1599
16.4973;0;-12.9019
-7.69229;0;-19.4795
-20.8613;0;1.85073
-4.14287;0;20.5294
18.511;0;9.79612
14.6446;0;-14.9719
-10.2028;0;-18.29
-20.4329;0;4.59549
-1.38931;0;20.8972
19.6447;0;7.25998
12.5342;0;-16.7784
-12.5337;0;-16.7788
-19.6449;0;7.25939
1.38868;0;20.8972
20.4327;0;4.5961
10.2033;0;-18.2897
-14.6442;0;-14.9723
-18.5113;0;9.79556
4.14225;0;20.5296
20.8613;0;1.85136
7.69287;0;-19.4792
-16.4969;0;-12.9024
-17.052;0;12.1594
6.82293;0;19.8007
20.9228;0;-0.925956
5.04709;0;-20.326
-18.0595;0;-10.6055
-15.2927;0;14.3093
9.38357;0;18.7235
20.6162;0;-3.68698
2.3125;0;-20.8152
-19.3043;0;-8.122
-13.2643;0;16.2074
11.7791;0;17.3169
19.9468;0;-6.38313
-0.462776;0;-20.9382
-20.2094;0;-5.4956
-11.0025;0;17.8204
13.9674;0;15.6055
18.9266;0;-8.96698
-3.22991;0;-20.6927
-20.759;0;-2.77251
-8.54715;0;19.1198
15.9099;0;13.6196
17.5733;0;-11.3931
-5.94021;0;-20.0832
-20.9433;0;-0.000631322
-5.94142;0;20.0828
18.9433;0;0
5.37349;0;-18.1652
-15.8948;0;-10.3055
-14.391;0;12.3186
7.73041;0;17.2942
18.7766;0;-2.50718
2.92203;0;-18.7166
-17.1189;0;-8.11119
-12.634;0;14.1149
9.95132;0;16.1189
18.2796;0;-4.97024
0.419153;0;-18.9386
-18.0418;0;-5.77411
-10.6547;0;15.6628
11.9971;0;14.66
17.461;0;-7.34586
-2.0911;0;-18.8275
-18.6473;0;-3.33545
-8.48799;0;16.9352
13.8319;0;12.9432
16.3351;0;-9.59223
-4.56456;0;-18.3851
-18.9247;0;-0.838102
-6.17191;0;17.9096
15.4233;0;10.9987
14.9219;0;-11.6698
-6.9577;0;-17.6193
-18.8692;0;1.67399
-3.74724;0;18.569
16.7433;0;8.86063
13.2461;0;-13.5421
-9.22844;0;-16.5434
-18.4816;0;4.15663
-1.25664;0;18.9016
17.7687;0;6.56668
11.3373;0;-15.1761
-11.3368;0;-15.1765
-17.7689;0;6.56614
1.25607;0;18.9016
18.4815;0;4.15719
9.22893;0;-16.5431
-13.2457;0;-13.5425
-16.7435;0;8.86012
3.74668;0;18.5691
18.8691;0;1.67456
6.95823;0;-17.6191
-14.9215;0;-11.6703
-15.4236;0;10.9982
6.17137;0;17.9098
18.9248;0;-0.837531
4.56511;0;-18.385
-16.3349;0;-9.59272
-13.8323;0;12.9428
8.48747;0;16.9355
18.6474;0;-3.33489
2.09166;0;-18.8275
-17.4608;0;-7.34638
-11.9976;0;14.6597
10.6543;0;15.6632
18.042;0;-5.77357
-0.418583;0;-18.9387
-18.2795;0;-4.97079
-9.95181;0;16.1186
12.6336;0;14.1153
17.1191;0;-8.11067
-2.92146;0;-18.7167
-18.7766;0;-2.50774
-7.73094;0;17.2939
14.3906;0;12.319
15.8951;0;-10.3051
-5.37295;0;-18.1653
-18.9433;0;-0.000571033
-5.37404;0;18.165
16.9433;0;0
4.80617;0;-16.2473
-14.2166;0;-9.2175
-12.8716;0;11.018
6.91425;0;15.4683
16.7942;0;-2.24247
2.61353;0;-16.7405
-15.3115;0;-7.25482
-11.3001;0;12.6247
8.90068;0;14.4171
16.3497;0;-4.44549
0.3749;0;-16.9391
-16.137;0;-5.16449
-9.52981;0;14.0092
10.7305;0;13.1122
15.6175;0;-6.57029
-1.87032;0;-16.8397
-16.6786;0;-2.9833
-7.59184;0;15.1472
12.3715;0;11.5767
14.6105;0;-8.5795
-4.08264;0;-16.4441
-16.9267;0;-0.749616
-5.52029;0;16.0188
13.7949;0;9.83746
13.3465;0;-10.4377
-6.22312;0;-15.759
-16.877;0;1.49726
-3.35161;0;16.6085
14.9755;0;7.92514
11.8476;0;-12.1124
-8.25411;0;-14.7968
-16.5304;0;3.71778
-1.12397;0;16.906
15.8927;0;5.87338
10.1403;0;-13.5739
-10.1399;0;-13.5742
-15.8929;0;5.8729
1.12346;0;16.906
16.5303;0;3.71828
8.25456;0;-14.7965
-11.8472;0;-12.1127
-14.9758;0;7.92469
3.35111;0;16.6086
16.877;0;1.49776
6.2236;0;-15.7589
-13.3462;0;-10.4382
-13.7952;0;9.83704
5.5198;0;16.0189
16.9267;0;-0.749106
4.08313;0;-16.4439
-14.6103;0;-8.57994
-12.3719;0;11.5763
7.59138;0;15.1475
16.6787;0;-2.9828
1.87083;0;-16.8397
-15.6173;0;-6.57077
-10.7309;0;13.1119
9.52939;0;14.0095
16.1372;0;-5.16401
-0.374389;0;-16.9391
-16.3496;0;-4.44598
-8.90111;0;14.4168
11.2997;0;12.625
15.3117;0;-7.25436
-2.61302;0;-16.7406
-16.7942;0;-2.24298
-6.91472;0;15.4681
12.8713;0;11.0184
14.2169;0;-9.21708
-4.80568;0;-16.2475
-16.9433;0;-0.000510744
-4.80666;0;16.2472
14.9433;0;0
4.23884;0;-14.3295
-12.5385;0;-8.12946
-11.3522;0;9.71743
6.09809;0;13.6424
14.8118;0;-1.97777
2.30502;0;-14.7644
-13.5041;0;-6.39845
-9.96624;0;11.1344
7.85004;0;12.7153
14.4198;0;-3.92074
0.330646;0;-14.9396
-14.2322;0;-4.55487
-8.40491;0;12.3555
9.46387;0;11.5645
13.774;0;-5.79473
-1.64955;0;-14.852
-14.7098;0;-2.63115
-6.69569;0;13.3592
10.9112;0;10.2102
12.8859;0;-7.56677
-3.60072;0;-14.503
-14.9287;0;-0.661131
-4.86867;0;14.1279
12.1665;0;8.67624
11.771;0;-9.20567
-5.48854;0;-13.8988
-14.8848;0;1.32052
-2.95598;0;14.648
13.2078;0;6.98965
10.4491;0;-10.6826
-7.27979;0;-13.0501
-14.5791;0;3.27893
-0.991292;0;14.9104
14.0167;0;5.18008
8.94332;0;-11.9716
-8.94296;0;-11.9719
-14.0169;0;5.17966
0.990842;0;14.9104
14.579;0;3.27937
7.28018;0;-13.0499
-10.4488;0;-10.6829
-13.208;0;6.98925
2.95554;0;14.6481
14.8848;0;1.32097
5.48896;0;-13.8987
-11.7708;0;-9.20602
-12.1668;0;8.67587
4.86824;0;14.1281
14.9287;0;-0.660681
3.60116;0;-14.5029
-12.8856;0;-7.56715
-10.9115;0;10.2098
6.69529;0;13.3594
14.7099;0;-2.6307
1.65;0;-14.8519
-13.7738;0;-5.79515
-9.46422;0;11.5642
8.40453;0;12.3558
14.2323;0;-4.55444
-0.330196;0;-14.9396
-14.4196;0;-3.92118
-7.85042;0;12.7151
9.96591;0;11.1347
13.5043;0;-6.39805
-2.30458;0;-14.7645
-14.8118;0;-1.97822
-6.0985;0;13.6422
11.3519;0;9.71778
12.5387;0;-8.12908
-4.23841;0;-14.3296
-14.9433;0;-0.000450456
-4.23928;0;14.3293
12.9433;0;0
3.67152;0;-12.4116
-10.8603;0;-7.04142
-9.83286;0;8.41686
5.28192;0;11.8165
12.8294;0;-1.71307
1.99652;0;-12.7884
-11.6967;0;-5.54209
-8.63237;0;9.64421
6.79939;0;11.0135
12.4898;0;-3.39599
0.286393;0;-12.9401
-12.3274;0;-3.94525
-7.28;0;10.7019
8.19723;0;10.0167
11.9305;0;-5.01917
-1.42877;0;-12.8642
-12.7411;0;-2.279
-5.79954;0;11.5713
9.45084;0;8.84365
11.1612;0;-6.55403
-3.1188;0;-12.5619
-12.9306;0;-0.572645
-4.21705;0;12.237
10.5382;0;7.51502
10.1956;0;-7.97359
-4.75396;0;-12.0386
-12.8926;0;1.14378
-2.56036;0;12.6875
11.4401;0;6.05416
9.0506;0;-9.25285
-6.30547;0;-11.3035
-12.6278;0;2.84008
-0.858618;0;12.9148
12.1407;0;4.48678
7.74635;0;-10.3693
-7.74604;0;-10.3695
-12.1409;0;4.48642
0.858228;0;12.9148
12.6278;0;2.84046
6.30581;0;-11.3033
-9.05032;0;-9.25312
-11.4403;0;6.05381
2.55997;0;12.6876
12.8926;0;1.14417
4.75432;0;-12.0385
-10.1954;0;-7.97389
-10.5384;0;7.5147
4.21668;0;12.2372
12.9306;0;-0.572256
3.11918;0;-12.5618
-11.161;0;-6.55437
-9.45111;0;8.84336
5.79919;0;11.5714
12.7411;0;-2.27861
1.42916;0;-12.8641
-11.9303;0;-5.01953
-8.19753;0;10.0164
7.27968;0;10.7021
